Coder,Title,Year,Author,Link,C1.1_Time,C1.2_Space,C1.3_Scale,C1.4_Symmetry_role,C1.5_Focus,C1.6_Scenario,C1.7_Display_for_VE,C1.8.1_Task_goal,C1.8.2_Task_outcome,XC1.8.3_Interaction(old),XC1.8.3_Task_desc (will remove),C1.8.3_Intearction_code,C1.8.4_DoF_of_task,(old)C1.8.4_DoF_of_task,C1.8.5_User_rep,C2.1 Coded,C2.1_Haptic_device_(F),C2.2_Off_the_shelf,C2.3.1_Actuation,C2.3.2_Haptic model?,C2.3.3_Installation,C2.4_Location,C2.5.1_Feedback_type ,C2.5.2_DoF_haptic_device_force,(old)C2.5.2_DoF of haptic device (force feedback),C2.5.3_Physical_properties,XC2.5.4_Purpose,C2.5.4_Purpose,C2.6.1_Symmetry_(feedback),C2.6.2_Direction,C2.6.3_From_what,C3.1_Study_motivation_desc,C3.1_Study_motivation,XC3.2_IVs description,XC3.1.2_IVs code(s),C3.2_IV,C3.2.1_Levels,"XC3.3.1_DVs: Performance, behavioral, and continuous measure",C3.3.1_DVs: Code Performance etc,XC3.3.2_DVs: self-reports,C3.3.2_DVs: Code self-reports ,C3.2.2_Is_Haptic_feedback_an_IV_or_constant,C3.4_Hypotheses_description,C3.4.1_Hypotheses_code,XC3.4.2_Are the hypotheses haptic-related?(repeated with 3.4.1),C3.5_Between or within design?,C3.6_Sample_size,C3.6.1_Sample_size_description,XC3.6.2_Grouping method ,XC3.6.3_Users grouped together or with the experimenter,C4.1_Hypothesis supported,Concluding_statement,WJ_CS_code,J_CS_code,C4.2_Benefit_of_using_haptic_feedback_in_CVEs,XBenefit_code,C4.2_Benefit_code,C4.3_Limitation_of_using_haptic_feedback_in_CVEs,XLimitation_code,C4.3_Limitation_code,C4.4_Future_work,XFuture_work_code,C4.4_Future_work_code,XOthers
J,A Steering Experiment Towards Haptic Cooperative Maneuver Negotiation,2018,"Rothfuß, Simon and Grauer, Franziska and Flad, Michael and Hohmann, Sören",https://doi.org/10.1109/smc.2018.00543,Synchronous,Co-located: separated by obstacles,2,Symmetric,Workspace,Telepresence,Screen (2DVE),Performance,Optimizing,-,-,Steering,1,1,Pointer,Steering wheels,Steering wheels,Customized,Motor,,Grounded,Hand,Kinesthetic,1,1 rotational,Force,Force feedback while co-manipulating,,Symmetric,Bilateral,User,The paper investigates if the concept of shared control is extendable to higher levels of human-machine cooperation.,Study: collaborator,"Decision scenarios (trival, agreement,  persuasion, conflict)

Participant characteristics/personality (not as condition)","Task scenario

Participant characteristics (not as condition)",Task,"Decision: trival, agreement,  persuasion, conflict",Performance: TTC (Time to collision),Performance: Time,- Perceived cooperation,Collaboration,Constant,"1) The extent to which agreement is reached in ambiguous decision scenarios corresponds with drivers’ characteristics.
2) The extent to which agreement is reached in persuasion scenarios corresponds with drivers’ characteristics.",Participant characteristics influence performance,No,within,62,62 participants paired together,Paired,With participants,Yes,The presented experiment on cooperative steering revealed a high ability of humans to successfully negotiate in ambiguous and persuasion scenarios using haptic communication only.,,"Affect, Haptic communication, Performance",the experiment proves the haptic communication channel to be sufficient for basic maneuver negotiation.,haptic as an alternative for communication,Alternative communication modality,N/A,N/A,N/A,"this general approach is extendable to other applications wherever human-machine cooperation requires interaction on guidance level, e. g. intelligent prosthetics.",Testing in different application,Application,
J,Haptic guides in cooperative virtual environments: Design and human performance evaluation,2010,S. Ullah and P. Richard and S. Otmane and M. Naud and M. Mallem,https://doi.org/10.1109/HAPTIC.2010.5444616,Synchronous,Co-located,2,Symmetric,Object,Remote expert,VR,Performance,Optimizing,-,-,Manipulating object,3,3,Pointer,SPIDAR,SPIDAR,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,3,3,Force,Force feedback ,,Symmetric,Bilateral,User,"We propose two haptic guide models, and investigate their effects on cooperation, co-presence and users performance. In addition we also examine the effect of simple force feedback in cooperative work.",Evaluation: interaction technique,"Feedback:
   • C1= No force feedback
   • C2= Simple force feedback
   • C3= Attractive haptic guide
   • C4= Speed control haptic guide",Feedback,Feedback,"No haptic, simple feedback, attractive haptic guide, speed control haptic guide","Performance:
   - TCT
   - Number of errors","Performance: Time, Errors","- Task experience
- Haptic experience
- Preference
- Presence","User experience, Haptic experience, Presence, Preference",IV,N/A,N/A,N/A,within,10,10 participants paired with 1 experimenter,Single,With experimenter,N/A,Results revealed that haptic guides have a significant effect on task execution.,,Performance,They not only increase users performance but also enhance the sense of co-presence and awareness.,Haptic feedback improves collaborative performance and experiences,Improve performance and experience,N/A,N/A,N/A,"Our investigations will help in the development of teleoperation systems for cooperative assembly, surgical training and rehabilitation systems.",Testing in different application,Application,
J,Supporting presence in collaborative environments by haptic force feedback,2000,"Sallnäs, Eva-Lotta and Rassmus-Gröhn, Kirsten and Sjöström, Calle",https://doi.org/10.1145/365058.365086,Synchronous,Remote: different rooms,2,Symmetric,Object,Shared workspace,Screen (3DVE),Performance,Optimizing,-,-,Manipulating object,3,3,No visual representation,3D Systems Geomagic Touch,Phantom,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,3,6,Force,Force feedback ,,Symmetric,Bilateral,"User, UI","The aim of the experiment was to investigate if added haptic force feedback in such an environment affects perceived virtual presence, perceived social presence, perceived task performance, and task performance.",Study: communication modalities,Feedback (V/V+H),Feedback,Feedback,"Haptic, no haptic",Performance (TCT),Performance: Time,"- Presence
- Social presence
- Perceived performance
- User experience
- Usability","Presence, Social presence, Performance, User experience, Usability",IV,"H1. Haptic force feedback improves task performance.
H2. Haptic force feedback increases perceived performance.
H3. Haptic force feedback increases perceived virtual presence.
H4. Haptic force feedback increases perceived social presence.",Haptic improves performance and experience,Yes,between,28,28 participants paired together,Paired,With participants,Semi,"Results show that haptic force feedback significantly improves task performance, perceived task performance, and perceived virtual presence in the collaborative distributed environment.",,"Force feedback, Performance, Social presence",Haptics improve performance (TCT),Haptic feedback improves collaborative performance and experiences,Improve performance and experience,"As yet, no single touch display can provide feedback that is perceived by the user as real.",Haptic feedback cannot achieve realism.,Insufficient haptic resolution,N/A,N/A,N/A,
WJ,Experimental Internet Haptic Collaboration using Virtual Coupling Schemes,2008,"Sankaranarayanan, Ganesh and Hannaford, Blake",https://doi.org/10.1109/HAPTICS.2008.4479954,Synchronous,Remote: different rooms,2,Symmetric,Object,Shared experience,Screen (3DVE),Performance,Optimizing,Object manipulation: steering,-,Manipulating object,3,3 (translational),Pointer,3D Systems Geomagic Touch,PHANTOM Omnie,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,3,3 (translational),Force,Manipulation,,Symmetric,Bilateral,"Users, Virtual object",The paper evaluates three virtual coupling schemes in terms of how well they minimize users' position error,Evaluation: interaction technique,Virtual coupling parameters,Delay,Delay,Virtual coupling parameters,"Performance:
- RMS (Root Mean Square) 
position error
Behavior:
- RMS force applied","Performance: Score, Errors
Behavior: Force applied",NA,N/A,Constant,N/A,N/A,N/A,,9,18 participants paired together,Paired,With participants,N/A,Our results demonstrate that the peer-to-peer virtual coupling schemes can be used for maintaining position coherency in a NHVE. We also show that the position error and the force rendered to the users increase with the reduction in the packet transmission rate.,,"Performance, Force feedback",The proposed method show some improvements for compensating delays,The proposed method reduces delya,Artifact for haptic collaboration,Time delays,Delay,Latency,Scale up the number of collaborators,Test with more users,Collaborators,
F,Mutual Skill Learning and Adaptability to Others via Haptic Interaction,2021,"Saracbasi, Ozge and Harwin, William and Kondo, Toshiyuki and Hayashi, Yoshikatsu","Saracbasi, Ozge and Harwin, William and Kondo, Toshiyuki and Hayashi, Yoshikatsu",Synchronous,Remote: different rooms,2,Symmetric,Object,Shared experience,Screen (2DVE),Performance,Optimizing,Object manipulation,-,Manipulating object,2,2,Pointer,Custom,Custom,Customized,Motor,,Grounded,Hand,Kinesthetic,2,2,Force,guidance/co-manipulation,,Symmetric,Bilateral,User,The usage of robotic haptic interfaces generating force-field paved the way for understanding the human mechanism while learning skills through dyadic haptic interaction. Here haptic interaction is used as a way of studiyng transfer of technical skill while linked with a novice or an expert during learning (or also alone without a collaborator).,Study: learning,"Grouping (solo, Novice-Novice, Expert-Novice",Group,Grouping,"Solo, novice-novice, expert-novice","- time to target
- effort index
- trajectory length
- sum of trajectories curvature
- sum of speed peak","Performance: Time, Precision",none,N/A,Constant,"H1. learning with another beginner would enhance motor learning as a result of peer-to-peer learning, adapting to the other's dynamics, and exploring the unknown environmental dynamics together.
H2. there should be a positive correlation between skill learning and adaptability, which means that the participants in Novice-to-Novice groups can adapt to each other by exploring the unknown environmental dynamics together, and motor skill learning can happen only when there is adaptation.",Peer-to-peer learning between two novice users enhances motor learning.,No,Between,23,"12 novices paired with the same novice, 8 novice paired with the same experimenter, 3 novice alone",paired or single,With the experimenter or single,Yes,"Our results showed that the experience with another novice partner during the Learning phase plays a significant role in adaptation to a new partner (adaptability) as well as a skill learning under an unknown field. That is to say, learning a motor task together with another novice through exploration of the unknown environmental dynamics led to higher adaptability for a person and to the best motor learning for a given task.",,"Learning, Performance, Force feedback",N/A,N/A,N/A,N/A,N/A,N/A,"the principles of human-human interaction would facilitate the design of human-robot interfaces,",For design human-robot interaction,Application,
WJ,Exploring Remote Collaborative Tasks: The Impact of Avatar Representation on Dyadic Haptic Interactions in Shared Virtual Environments,2025,"Sasaki, Genki and Igarashi, Hiroshi",https://doi.org/10.1109/TVCG.2025.3580546,Synchronous,Co-located,2,Symmetric,Person,Shared experience,VR,Performance,Optimizing,Object manipulation,The plate control task,Manipulating object,2,2 (translational),Avatar,Custom,robotic device simulating a physical plate. It is not the focus of the article (but a mean to investigate the research question).  So participants could manage two degrees of freedom. Mitsubishi Electric’s HG-MR43,Customized,Motor,,Grounded,Hand,Kinesthetic,2,2 (rotational),Force,Simulate physical interaction in VR,,Symmetric,Bilateral,User,"Explore the interplay between haptic interaction and avatar representation in CVEs. Can haptic interaction alone generate sufficient social presence, or is visual avatar representation also required?",Study: avatar,"The visual representation of users (both the user’s and the partner’s avatars are displayed, only the user’s avatar is displayed, only the partner's avatar is displayed, no avatars are displayed).",Avatar representation,Avatar appearance,"Both the user’s and the partner’s avatars are displayed, only the user’s avatar is displayed, only the partner's avatar is displayed, no avatars are displayed","Performance:
RMSE position
Effort:
Force applied","Performance: Score, Errors
Behavior: Force applied",- Social presence (Networked Minds Social Presence Questionnaire (NMSPQ)),Social presence,Constant,"H1. Social presence is not affected by avatar rep (bc haptics)
H2. Performance is not affected by avatar rep (bc haptics)
H3. Effort/force applied is affected by avatar rep","Avatar rep. influences effort applied, but not performance or social presence",Yes,,14,27 participants paired together,Paired,With participants,Semi,"The results showed that participants felt a decrease in social presence when the partner’s avatar was not displayed. Meanwhile, task performance and effort remained constant under all conditions. These findings suggest that although haptic interaction alone does not fully compensate for the absence of visual cues in terms of social presence, it does not hinder task completion. Consequently, participants found the social presence provided by haptic interactions to be insufficient; however, the task execution was not affected by the representation of avatars.",,"Social presence, Performance, Social interaction","- haptic interaction alone does not fully compensate for the absence of visual cues in terms of social presence,
- the task execution was not affected by the representation of avatars.",Haptic vs avatar?emnodiment?,Embodiment,Not as strong as Visual FB (Avatar rep) for social presence,Haptic cannot take over visual,Haptic is only an alternative,"Explore group size, richer communication channels, and different types of task","Test with more users, more diverse task",Application,
WJ,The Influence of Avatar Representation on Haptic Interaction in Virtual Environment,2022,"Sasaki, Genki and Igarashi, Hiroshi",https://doi.org/10.1109/IECON49645.2022.9968985,Synchronous,Co-located,4,Symmetric,Object,Shared experience,VR,Performance,Optimizing,Object manipulation: steering,Plate-Control task: The purpose of this cooperative task is to move the ball onto the target.,Manipulating object,2,2 (translational),Avatar,Custom,robotic device simulating a physical plate. It is not the focus of the article (but a mean to investigate the research question).  So participants could manage two degrees of freedom,Customized,Motor,,Grounded,Hand,Kinesthetic,2,2 (rotational),Force,Simulate physical interaction in VR,,Symmetric,Multilateral,User,The objective is to clarify the influence that an avatar has on haptic interaction in a VE,Study: avatar,"- all subjects avatars are displayed
- subject's avatar is displayed
- all subject's avatar are not displayed",avatar's representation,Avatar appearance,"All subjects avatars are displayed, subject's avatar is displayed, all subject's avatar are not displayed",reaction torque,Performance: Time,social presence (arbitrary questionnaire),Social presence,Constant,N/A,N/A,N/A,,10,10 participants paired together,Randomly grouped by 4 (some were repeated but the paper did not specify),With participants,N/A,"The experimental results showed that the avatar representation did not affect the haptic interaction. On the other hand, the subject’s impression was changed by the avatar representation. Therefore, it was concluded that the avatars are not always necessary in a cooperative task.",,Social interaction,Avatars are not always ncesseary when haptic feedback is present.,Haptic vs avatar?emnodiment?,Embodiment,N/A,N/A,N/A,N/A,N/A,N/A,
F,Compensating the Effect of Communication Delay in Client-Server-Based Shared Haptic Virtual Environments,2015,"Schuwerk, Clemens and Xu, Xiao and Chaudhari, Rahul and Steinbach, Eckehard",https://doi.org/10.1145/2835176,Synchronous,Remote: simulated user input,2,Symmetric,Object,Shared experience,Screen (3DVE),Performance,Optimizing,Object manipulation,-,Manipulating object,3,3,Pointer,3D Systems Geomagic Touch,geomagic touch,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,3,3,Force,co-manipulation,,Symmetric,Bilateral,User,"The paper investigates the haptic transparency of a specific architecture for haptic remote interaction in a VE, in the presence of communication delay and propose a compensation scheme to achieve perceptual transparency in a multi-user application with time-varying communication delay.",Evaluation: system,Type of delays (,delays,Delay ,"Without delays, delays, delays with compensation",N/A,N/A,"- Did you perceive the blocks to be of the same or
different weight?” and (2) 
- “Did you perceive any other artifacts? Yes or No?",Perception,Constant,N/A,N/A,N/A,Within,15,15 participants paired with 1 experimenter,single,with the experimenter,N/A,"The objective and subjective evaluation shows that the proposed
scheme effectively compensates for time-varying delay in such a CS architecture during cooperative
multi-user interactions",,"Delay, Performance",N/A,N/A,N/A,"Communication delay between the client and the server causes a delay in updating the state of virtual objects, which increases the feedback force perceived by the user. 60-100ms delays become perceptible and impact experience
",Delay,Latency,"A plausible but not accurate physics simulation could be applied at the client as an alternative way
to compensate for the delay in the CS architecture",leverage human perception to compensate delay,Overcome latency,
F,Comparative study on collaborative interaction in non-immersive and immersive systems,2007,"Shahab, Qonita and Kwon, Yong-Moo and Ko, Heedong and Mayangsari, Maria and Yamasaki, Shoko and Nishino, Hiroaki",https://doi.org/10.1117/12.733654,Synchronous,Remote: different countries,2,Symmetric,Object,Shared experience,Screen (3DVE),Performance,Optimizing,Object manipulation,-,Manipulating object,3,3,Virtual hand(s),"SPIDAR, Force feedback joystick",force feedback Joystick or SPIDAR,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,3,3 (translational),Force,co-manipulation,,Symmetric,Bilateral,User,The paper evaluates the effects of using haptics on a collaborative interaction.,Evaluation: interaction technique,"grouping (haptic feedback or not) 3 different experience (LAN, internet, Immersive/non-immersive)",haptic/noHaptic,"Feedback, Immersion","- Haptic, no haptic
- LAN, internet
- Immersive, Non-immersive",- completion time,Performance: Time,General impression of the system,User experience,IV,N/A,N/A,N/A,within ,2,2 participants paired together,paired,together,N/A,see benefit of haptic,,"Force feedback, Performance, Social presence, Interaction methods, Usability","- The use of haptics functionality (force-feedback device) is useful for users to feel each other's presence. It also helps collaboration to be performed more effectively (no time wasted).
- The use of tracker-type input device like SPIDAR is more intuitive for a task where users are faced with a set of objects to select and manipulate.",Haptic feedback improves collaborative performance and experiences,Improve performance and experience,"network delays caused problems on the haptics
smoothness.",Delay,Latency,"update our algorithm by studying the possible solutions like indicated by Glencross et
al16.",improve the proposed technique,Overcome latency,
F,Architecture and Evaluation of Tele-Haptic Environments,2004,"Shen, Xiaojun and Zhou, Jilin and Saddik, Abdulmotaleb and Georganas, N.D.",https://doi.org/10.1109/DS-RT.2004.8,Synchronous,Remote: different countries,2,Symmetric,Object,Shared experience,Screen (3DVE),Performance,Optimizing,Object manipulation,-,Manipulating object,3,3,Pointer,MPB Freedom 6S,MPB Freedom 6S,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,6,6,Force,co-manipulation,,Symmetric,Bilateral,User,"The paper evaluates if thte system can enhance the precision, efficiency, and realism of interactions in shared virtual environments by enabling users to physically feel object properties (such as stiffness or texture) and better coordinate their actions‚Äîsomething that visual or audio feedback alone cannot fully achieve.",Evaluation: system,"- type of system architecture
- delais
- with or without haptic","haptic/noHaptic
delays","Feedback, Delay","- Haptic, no haptic
- Multiple delays
- Different systems","- completion time
- Sluggish Response (delays between action and perception of it by collaborator)
","Performance: Time, Efficiency",N/A,N/A,IV,N/A,N/A,N/A,within ,not precised,X participants paired together,paired I guess,together,N/A,"The experimental results indicate that supporting haptic force feedback in a collaborative virtual environment makes manipulation of common objects significantly faster and more precise. Users perceived their performance to be significantly better in the haptic environment. With the benefits of the time delay compensation approach, users have less sluggish response which bring them more realistic feelings and less completion time for given tasks.",,"Force feedback, Interaction methods, Performance, Delay","- faster and more precise manipulation
- more realistic feeling ",Haptic feedback improves collaborative performance and experiences,Improve performance and experience,"- haptic very sensitive to delays
- lead to complex architecture
- heteroginity of hatpic interfaces","Delay, hard to deply, diverse haptic setups","Latency, Hard-to-deploy","future research work will include studies on how network impairments affect manipulated objects with different properties such as stiffness, deformation and damping.",explore more diverse haptic feedback,Increase the haptic resolution,
F,Gesture Coordination in Collaborative Tasks through Augmented Feedthrough,2010,"Simard, Jean and Ammi, Mehdi",https://doi.org/10.2312/egve/jvrc10/043-050,Synchronous,Co-located: separated by obstacles,2,Asymmetric,Person,Remote expert,Screen (2DVE),Performance,Optimizing,Object Manipulation,-,Manipulating object,1,3,Pointer,3D Systems Geomagic Touch,Omni haptic arms (Sensable),Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic and Vibrotactile,3,3 (translational),Force,Guidance,,Asymmetric,Bilateral,User,The paper explores the communication channel of haptic modality through feedthrough mechanisms. Study of several communication metaphors to highlight the potential of feedthrough to convey kinematic information about partner gestures,Evaluation: interaction technique,"Type of communication metaphors :
- viscosity
- spring
- vibration
",Type of haptic feedback,Feedback (Metaphor),"Viscosity, spring, vibration","- mean applied force
- Position error
- Completion time","Performance: Time, Errors
Behavior: Force applied","asked the participants about
their global appreciation for the several proposed communication
metaphors.","Preference, User experience",IV,N/A,N/A,N/A,within ,14,14 participants paired together,paired,together,N/A,"- spring metaphor improve coordination of partners’ positions.
- viscosity metaphor improves coordination of partners’
velocity
- vibration metaphor important
role during partner's gesture change of direction",,"Interaction methods, Performance","potential of feedthrough to
convey kinematic information about partner gestures",haptic as an alternative for communication,Alternative communication modality,"Viscosity metaphor increases force feedback. According to the required level of coordination and the specifications of the collaborative tasks (accuracy, fatigue, tasks durations, etc.) it is necessary to integrate the most suitable combination of communication metaphors.",Case dependent.,Tailored to specific use cases,N/A,N/A,N/A,
WJ,Haptic interpersonal communication: improvement of actions coordination in collaborative virtual environments,2011,"Simard, Jean and Ammi, Mehdi",https://doi.org/10.1007/s10055-011-0201-2,Synchronous,Co-located: separated by obstacles,2,Asymmetric,Object,Remote expert,Screen (3DVE),Performance,Optimizing,Object manipulation: pointing,"1D manipulation task: During 30s, the expert participant is asked to reach a series of 12 sequential targets aligned with the ‘‘Y’’ axis. The follower partner must follow and coordinate his movement with the expert to minimize the position and the velocity differences.",Pointing,1,1 (translational),Pointer,3D Systems Geomagic Touch,Omni haptic arms (SensAble),Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic and Vibrotactile,3,3 (constrainted to 1 translational),Force,Manipulating the object,,Symmetric,Bilateral,"User, Virtual object","The paper investigates how to enhance action coordination among collaborators with different haptic communication metaphor (spring, viscosity and vibration).",Evaluation: interaction technique,"1st expe: conditions (without metaphors, spring metaphor, viscosity m, vibration m) 
2nd expe: conditions (no feedthrough, high feedthrough, low feedthrough)",Haptic Communication metaphors,Feedback (Metaphor),"1st expe: conditions (without metaphors, spring metaphor, viscosity m, vibration m) 
2nd expe: conditions (no feedthrough, high feedthrough, low feedthrough)","1st expe: position difference, applied force master arm, applied force slave arm. 2nd expe: position difference, mean collision number, mean execution time.","Performance: Time, Errors, Precision
Behavior: Force applied",4 questions about perceived collab,Collaboration,IV,N/A,N/A,N/A,Within,14,28 participants paired together,Paired,With participants,N/A,"The proposed methods reduced errors, increased communications",,"Performance, Haptic communication","Thus, according to the required level of coordination and the specifications of the collaborative tasks (accuracy, fatigue, tasks durations, etc.), it is necessary to integrate the most suitable combination of communication metaphors.",Haptic feedback improves collaborative performance and experiences,Improve performance and experience,Delay,Delay,Latency,Explore with more ecological tasks,Explore with more ecological tasks,More ecological setup,Network setup: local network (delay <50ms)
WJ,The MADE-axis: a modular actuated device to embody the axis of a data dimension,2021,"Smiley, Jim and Lee, Benjamin and Tandon, Siddhant and Cordeil, Maxime and Besançon, Lonni and Knibbe, Jarrod and Jenny, Bernhard and Dwyer, Tim",https://doi.org/10.1145/3488546,Synchronous,Co-located,2,Symmetric,Workspace,Shared experience,AR,Performance,Maximizing ,Object manipulation ,Visualize data together (create as many visualization as possible),Visualizing data,N/A (touch),N/A (touch),No visual representation,Custom,"THE MADE-AXIS, which can provide haptic feedback while browsing data",Customized,Passive,,Prop,Hand,Passive,0,0,Touch,Touch feedback,,Symmetric,No communication,Prop,This paper proposes and evaluates a tangible prototype (MADE-Axis) to support collaborative MR data visualization.,Evaluation: system,N/A,N/A,N/A,N/A,NA,N/A,3 Likert-scale questions about UX and collaboration experiences,"User experience, Collaboration",Constant,N/A,N/A,N/A,NA,5,10 participants paired together,Paired,With participants,N/A,"We observed that our mixed-reality system was effective for visualisation tasks, and that participants with minimal knowledge in visualisation wereable to gather insights about the data.",,"Usability, Performance",Tangible is good for communicating visualizations in AR,haptic as an alternative for communication,Alternative communication modality,The study did not quantify performance,Lack of measurement,Hard to measure,Extend the prototype from 1D to 2D.,explore more diverse haptic feedback,Increase the haptic resolution,
F,Influences of Inter-Stream Synchronization Error on Collaborative Work in Haptic and Visual Environments,2008,T. Fujimoto and Y. Ishibashi and S. Sugawara,https://doi.org/10.1109/HAPTICS.2008.4479925,Synchronous,Remote: different rooms,2,Symmetric,Object,Shared experience,Screen (RE),Performance,Optimizing,Object Manipulation,-,Manipulating object,3,3,No visual representation,3D Systems Geomagic Touch,PHANToM Omni ,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,3,3 (translational),Force,co-manipulation,,Symmetric,Bilateral,User,The paper investigates the influences of inter-stream synchronization error between haptic media and video on the media synchronization quality and the easiness of the collaborative work.,Evaluation: system,"- Inter-Stream Synchronization Error
- number of collaborator (1 or 2)",Delays,"Delay, Grouping","- Solo, paired
- Mulitple delays",N/A,N/A,mean opinion score ,User experience,Constant,N/A,N/A,N/A,within ,30,30 participants paired with 1 experimenter,paired,With the experimenter or single,N/A,"as the synchronization error becomes
larger, the MOS value decreases. we can
more easily perceive the deterioration in the easiness of the collab-
orative work in the case where two users do the collaborative work
than that in the case where one user does",,"Performance, Delay, Usability",N/A,N/A,N/A,"- Sensitivity to delay
- Network dependency",Delay,Latency,"- investigate the influences of the synchronization error in the case where we generate delays at a master terminal different from those at the other master
terminal
- investigate the influence of the network delay jitter",explore how latency influence haptic collaboration,Overcome latency,
WJ,Haptic Communication for a 2D Pointing Task in a Virtual Environment,2011,"Takač, Boris and Chellali, Amine and Dumas, Cédric and Milleville, Isabelle and Grosdemouge, Cristol and Cao, Caroline",https://doi.org/10.1177/1071181311551452,Synchronous,Co-located: separated by obstacles,2,Asymmetric,Object,Remote expert,Screen (2DVE),Performance,Optimizing,Object manipulation: pointing,2D pointing task the supervisor has the vision of the target but cannot control the cursor. The follower control the cursor but cannot see the target. The haptic is only a communication channel and not a force guidance channel.,Pointing,2,2 (translational),Pointer,Haption Virtuose 6D,Virtuose 6D desktop,Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,6,6,Force,Communicating directions,,Symmetric,Bilateral,User,This paper studies how verbal and haptic communication influence the performance of a pointing collaborative task.,Study: communication modalities,Haptic vs Verbal,communication modality,Feedback,"Haptic, no haptic","Time completion, force and movements of haptic interfaces, Verbalisation of verbale communication.","Performance: Time
Behavior: Force applied, Movements, Social interaction",NA,N/A,IV,N/A,N/A,N/A,Within,10,20 participants paired together,Paired,With participants,N/A,Verbal communication is more efficient and lead to faster result. Introducing verbal communication first lead to a less efficient haptic communication later.,,"Performance, Haptic communication","Observed several haptic communication strategies (Motion Copying, Steering, Impulse control), following the similar pattern of verbal communication.",haptic as an alternative for communication,Alternative communication modality,Limiting workspace,Haptic devices have limited workspace,Insufficient haptic resolution,"Extend to other displays, more complex tasks",explore more complex task,More complex task,
F,Group Haptic Collaboration: Evaluation of Teamwork Behavior during VR Four-Person Rowing Task,2024,"Tian, Bohao and Zheng, Yilei and Zhuang, Zhiqi and Luo, Hu and Zhang, Yuru and Wang, Dangxiao",https://doi.org/10.1109/TOH.2023.3346683,Synchronous ,Co-located: separated by obstacles,4,Symmetric,Object,Telepresence,Screen (3DVE),Performance,Optimizing,navigating,-,Navigating,3,3,Virtual paddle,3D Systems Geomagic Touch,Touch (geomagic),Off-the-shelf,Motor,,Grounded,Hand,Kinesthetic,3,3 (translational),Force,co-manipulation,,Symmetric,Unilateral,UI,The paper investigates the potential use of kinesthetic features for quantitatively evaluating teamwork behavior at both the group-level and member-level.,Evaluation: interaction technique,No IV it's more an subjective evaluation of collaboration study. I guess we can consider that groups of 4 person are IV.,N/A,N/A,N/A,"- Completing proportion (task success rate)
- Average speed (efficiency)
- Average error (accuracy)
- Error variation (consistency)
- Warning times (risk avoidance)
- Average adjusting duration (adaptability)
- Average correlation (movement synchronization)
- Standard deviation of paddling frequencies (coordination)
","Performance: Time, Precision, Score, Efficiency, Errors",Realism and perceived collaboration questionnaire,"Collaboration, User experience",Constant,"H1. Kinesthetic data can evaluate teamwork competency across groups.
H2. Kinesthetic features can distinguish individual contributions within the group.",How kinesthetic feedback can evaluate and distinguish collaborative works between group members,Yes,within ,40,40 participants paired together,grouped by 4,together,Yes,"this study is a preliminary attempt to eval-
uate teamwork behavior through a group haptic collaboration
task, aimed at providing a foundation for further research on
the underlying mechanism of multi-person interaction through
kinesthetic information in the future. ",,"Usability, Force feedback",Can help evaluate collaboration ,Haptic as a metric,Metric,- too low force for paddle resistance,The haptic feedback is limited..,Insufficient haptic resolution,"- Enhancing the realism of the haptic model 
- Exploring neuroimaging to study multi-brain synchronization during collaboration.
- Longitudinal studies to assess training effects on teamwork.",Long-term study. Measurement for collaboration.,"Measurement, Learning",
